520.88,521.17,515.80,512.22,509.86,511.27,514.94,519.45,523.29,523.38,520.43,519.11,520.94,524.80,523.33,514.55,512.65,510.65,505.67,498.97,495.92,512.55,531.37,549.63,564.25,567.25,567.79,570.61,567.29,556.55,544.42,539.15,535.55,532.99,532.84,531.86,531.92,531.20,531.83,532.15,533.61,533.88,533.88,533.28,530.72,535.19,539.72,541.63,541.50,542.09,540.73,537.53,536.41,542.67,550.74,559.83,567.12,572.46,577.25,580.82,581.81,576.16,568.02,564.83,567.27,569.68,564.55,547.35,536.08,532.35,532.29,532.15,531.11,529.93,528.77,528.01,528.45,528.79,526.10,519.10,506.67,495.35,489.55,484.19,486.19,485.25,483.00,480.38,477.86,474.94,471.31,466.92,461.99,456.66,450.49,446.12,442.47,438.87,435.18,432.04,429.14,425.90,423.64,421.69,419.10,417.18,416.02,413.65,411.16,408.56,403.46,400.47,399.00,397.74,393.42,388.70,384.65,380.84,377.31,373.78,370.33,366.80,363.26,359.71,356.30,352.85,349.10,343.90,338.31,331.97,325.73,321.39,320.12,313.07,304.37,289.89,278.31,273.56,267.86,258.75,250.19,236.19,222.50,212.89,202.44,189.85,181.07,173.67,167.47,162.04,157.06,156.81,159.20,159.16,157.97,157.17,156.32,155.44,151.73,149.06,150.80,153.16,151.04,146.39,141.17,139.44,144.46,146.29,144.66,142.43,138.75,138.75,141.15,140.30,136.51,132.59,129.55,129.40,130.26,127.40,123.67,121.30,119.94,118.91,118.07,117.01,115.97,115.66,115.71,115.09,113.36,111.66,110.38,108.56,106.05,103.16,100.21,97.80,96.71,95.83,94.97,94.32,93.04,91.46,89.72,87.53,84.89,81.92,79.51,77.78,76.06,74.37,72.77,71.51,70.44,68.84,66.94,64.90,62.46,59.97,58.28,56.66,55.00,53.39,51.67,49.84,48.23,47.67,47.01,45.80,43.90,42.00,40.16,38.53,37.09,35.73,33.96,32.08,30.13,28.76,27.83,26.86,25.86,24.78,23.86,22.73,20.95,18.86,17.12,15.36,13.62,11.88,10.04,8.39,7.11,5.99
508.25,508.13,505.35,502.05,499.43,501.00,504.71,509.37,514.26,513.63,512.28,513.13,515.82,519.44,521.33,511.69,508.41,506.83,502.16,494.81,490.96,503.36,526.07,542.53,554.85,556.12,556.40,561.70,561.00,551.38,542.11,537.41,533.89,530.74,529.37,528.63,528.93,528.58,529.07,529.71,531.00,531.45,531.45,530.61,527.25,529.92,534.26,536.54,536.16,536.88,535.31,531.18,532.35,539.59,547.42,554.55,561.43,565.75,571.07,574.23,575.24,571.58,563.53,557.64,559.35,562.43,561.63,548.71,533.34,527.42,524.69,522.90,522.21,523.47,524.94,526.24,528.27,531.80,530.43,521.06,508.87,496.69,485.27,478.48,480.97,481.56,479.81,477.11,474.34,471.96,468.78,464.23,459.46,454.08,448.98,444.90,441.60,438.34,434.73,431.11,427.28,423.63,420.96,419.43,416.48,414.22,413.23,411.90,408.66,404.00,399.13,395.40,393.07,394.01,392.62,388.79,384.88,380.70,376.78,373.12,369.65,366.32,363.09,359.70,355.95,352.58,350.30,347.11,342.69,337.55,332.43,327.62,321.00,310.79,300.67,286.20,275.19,270.34,262.85,255.00,246.22,232.63,220.73,210.75,202.38,188.59,179.56,171.37,165.06,159.33,153.61,153.61,154.76,154.47,154.97,154.76,154.02,153.60,151.72,148.90,147.64,150.55,149.50,145.71,141.07,136.80,139.13,142.03,140.60,137.88,135.50,136.21,138.13,139.68,138.08,134.69,131.77,128.18,125.13,123.90,122.25,119.67,118.39,117.49,116.59,115.54,114.42,113.39,112.53,111.86,110.64,109.35,108.25,106.82,104.58,101.88,99.07,96.35,94.25,93.27,92.55,92.10,91.42,89.85,87.87,85.75,83.55,81.05,78.90,77.10,75.36,73.69,72.11,70.70,68.88,66.88,64.98,63.09,61.07,59.09,57.35,55.60,54.00,52.54,51.19,49.31,47.04,45.73,45.11,44.53,43.37,41.52,39.69,38.09,36.56,35.03,33.23,31.47,29.66,27.82,26.53,25.58,24.50,23.33,22.36,21.66,20.46,18.71,17.00,15.25,13.44,11.64,9.73,8.33,7.29,6.27
492.76,492.36,490.52,488.56,488.06,490.97,495.37,499.33,503.74,505.23,506.41,508.17,510.75,514.65,516.09,505.82,503.64,502.28,497.26,489.84,487.92,497.66,519.70,532.74,540.78,545.23,546.98,550.96,553.57,547.84,542.35,538.01,534.14,530.77,527.61,525.76,525.85,525.97,526.55,527.87,528.51,528.90,528.60,526.81,522.83,524.96,529.97,531.56,531.39,532.40,531.10,527.29,528.30,536.54,542.73,547.06,553.27,559.45,565.58,567.65,569.15,567.56,560.84,553.84,552.44,554.83,554.60,542.62,528.92,522.66,519.24,516.99,516.04,517.82,521.09,521.97,523.21,526.34,524.26,517.33,509.09,499.84,488.70,477.72,473.72,475.96,475.09,473.00,470.29,467.47,464.80,460.81,455.01,449.86,444.96,441.00,438.16,435.70,433.63,430.68,426.74,422.61,418.60,415.66,413.11,411.10,410.16,408.83,405.61,401.57,398.01,394.21,390.19,389.23,390.50,388.47,383.93,379.42,375.04,371.22,368.07,364.96,361.84,357.91,354.44,351.24,349.89,348.44,343.82,338.51,332.77,325.74,315.49,305.10,292.11,277.81,266.50,259.33,253.64,247.65,237.73,226.54,214.59,203.96,196.68,185.79,175.85,167.26,161.78,156.04,149.85,149.63,150.13,149.87,151.81,152.17,151.65,151.47,151.02,148.41,144.31,145.86,145.09,143.91,140.69,135.86,133.56,133.66,133.91,133.38,132.01,132.62,134.33,136.09,136.93,136.68,134.14,131.07,125.46,119.97,119.13,117.90,116.58,115.83,115.07,114.06,112.92,111.77,110.73,109.70,108.49,107.37,106.20,104.88,103.16,100.75,97.97,95.15,92.44,90.75,90.07,89.60,89.22,87.50,85.48,83.53,81.73,79.80,78.15,76.40,74.69,73.10,71.61,70.29,68.48,65.69,63.20,61.22,59.63,57.79,56.06,54.37,52.88,51.31,49.91,48.17,46.11,44.09,43.17,42.65,42.09,40.99,39.36,37.82,36.21,34.43,32.67,31.23,29.42,27.53,25.67,24.31,23.22,22.00,20.81,20.04,19.45,18.23,16.66,15.03,13.30,11.53,9.85,8.52,7.49,6.46
474.01,474.97,475.63,476.47,479.21,484.22,489.90,494.00,497.04,499.71,501.85,503.97,506.75,510.55,511.14,500.73,499.61,497.75,492.33,486.30,483.89,493.40,511.84,525.21,530.23,536.11,541.18,543.80,545.43,542.38,540.37,536.82,532.39,528.69,526.00,523.38,523.20,523.43,524.70,525.85,526.14,526.35,525.50,523.11,519.49,521.47,526.09,527.12,527.36,528.31,527.37,523.92,522.25,528.63,532.66,536.78,542.72,550.70,557.43,559.84,562.80,562.39,557.63,550.22,545.04,545.93,543.24,533.58,522.91,517.29,513.92,511.70,510.81,509.60,512.82,514.02,515.11,516.90,515.58,511.84,506.68,499.53,490.55,477.34,468.75,469.49,469.83,468.40,466.35,462.86,459.76,456.08,450.22,444.81,439.99,436.00,432.30,430.81,429.61,428.60,425.37,421.88,417.90,413.76,410.34,408.44,407.08,405.30,401.94,399.08,397.30,394.86,391.85,387.30,385.03,385.01,382.12,377.18,372.28,368.74,365.82,362.86,359.42,353.61,349.33,346.77,344.70,343.40,339.30,333.08,326.79,319.38,307.76,295.71,279.65,266.08,257.20,250.50,245.60,239.03,228.47,217.72,206.41,196.87,188.67,178.53,168.03,159.64,156.20,152.25,146.11,144.86,145.82,147.19,149.07,149.56,149.46,149.24,149.09,146.45,141.52,139.83,139.21,139.58,137.53,134.06,130.49,127.74,127.28,127.73,126.89,126.66,129.39,131.76,133.39,135.34,135.29,132.56,129.95,123.52,119.00,117.33,116.12,114.70,113.55,112.67,111.54,110.25,109.00,107.92,106.67,105.42,104.15,102.84,101.45,99.64,97.11,94.05,91.15,88.62,87.33,86.70,86.13,84.94,82.98,81.05,79.52,78.28,76.94,75.56,74.07,72.59,71.09,69.45,67.20,64.80,62.40,60.27,58.20,56.44,54.79,53.26,51.74,50.20,48.53,46.91,44.88,42.66,41.36,40.73,40.16,39.34,38.15,37.06,35.83,34.14,31.77,30.01,28.55,26.76,24.92,23.33,22.08,20.93,19.57,18.55,18.30,17.78,16.47,14.79,13.04,11.34,9.84,8.74,7.68,6.65
462.69,465.81,467.74,471.45,475.64,480.23,485.47,489.99,493.28,495.63,497.73,499.70,503.10,506.47,506.01,496.86,494.99,493.79,488.83,483.02,479.67,489.14,503.30,517.53,517.72,523.15,530.87,535.64,537.41,535.58,534.41,532.82,530.76,527.10,523.46,521.00,520.69,521.37,522.98,523.50,523.73,523.91,522.93,520.83,517.64,519.25,522.17,522.96,523.64,524.48,524.06,521.37,517.25,520.91,524.56,527.45,531.06,537.33,544.50,551.17,555.51,556.59,552.45,544.21,536.44,534.33,530.66,525.16,516.92,511.13,508.18,506.25,505.84,504.47,505.30,506.22,508.36,510.22,507.88,503.80,499.19,493.19,487.89,478.41,467.91,464.63,465.20,464.01,462.76,459.72,455.79,451.55,445.65,440.55,437.00,432.83,428.60,426.74,425.21,423.36,421.20,418.92,415.85,412.66,409.27,407.09,405.10,403.10,400.37,397.70,395.63,393.77,391.90,388.00,381.81,380.15,379.57,375.71,370.58,366.66,363.49,360.35,355.83,350.02,343.98,339.38,336.90,334.15,329.34,324.71,319.02,311.17,301.98,285.18,269.31,259.83,251.97,243.28,235.91,226.28,217.87,206.52,197.68,189.96,181.07,169.87,158.46,152.14,149.63,145.19,140.46,141.08,143.20,145.39,147.05,147.38,147.35,147.12,147.18,146.04,142.69,139.96,136.81,134.50,132.18,130.11,128.51,125.95,123.69,122.02,120.50,119.80,123.17,127.22,130.53,133.16,135.03,133.77,131.83,129.11,122.84,119.48,118.03,116.14,114.14,112.20,110.62,109.00,107.38,106.10,104.84,103.61,102.35,101.12,99.82,98.55,96.64,93.61,90.62,88.27,85.73,83.86,82.94,82.12,80.55,79.10,77.87,76.63,75.40,74.17,72.99,71.75,70.28,68.36,66.14,63.89,61.60,59.58,57.49,55.36,53.65,52.21,50.77,49.20,47.41,45.61,43.65,41.46,39.63,38.92,38.40,37.46,36.15,34.64,34.06,33.63,31.63,29.36,27.46,25.82,24.08,22.61,21.15,19.88,18.97,17.78,17.01,16.67,16.14,14.71,12.93,11.15,9.72,8.86,7.86,6.79
458.61,461.71,465.28,469.05,472.99,477.18,481.81,486.13,489.29,491.60,493.20,495.34,499.33,502.63,501.17,491.29,490.56,489.83,485.10,479.42,477.22,484.15,497.22,509.66,508.94,512.00,518.69,526.43,530.92,529.90,528.37,528.43,528.19,526.20,522.17,518.89,517.82,519.30,520.62,521.09,521.30,521.45,520.69,518.47,515.61,516.39,517.86,518.65,520.29,520.94,520.71,517.95,513.12,513.53,519.37,523.24,525.69,528.57,534.05,541.87,547.61,550.25,546.28,538.53,529.19,525.00,522.43,519.28,513.65,507.11,502.25,500.65,500.77,499.57,498.81,500.26,501.43,501.17,498.47,493.91,488.34,485.47,483.56,477.90,466.68,460.76,460.81,458.84,457.46,455.24,452.95,448.96,441.75,437.60,434.40,430.86,426.58,423.22,421.81,418.84,416.05,413.11,411.14,409.81,408.16,406.51,404.56,402.36,399.99,397.42,394.74,392.38,390.43,386.85,381.44,376.00,374.91,374.08,369.65,365.50,361.68,357.66,352.82,347.36,341.27,333.74,328.61,326.10,322.68,318.39,312.88,306.23,296.16,276.69,264.60,254.48,246.10,235.12,224.38,214.91,208.00,200.21,191.42,182.97,173.22,161.83,151.31,144.59,140.84,138.63,137.51,139.27,141.64,143.79,144.98,145.24,145.31,144.99,145.11,145.10,143.60,141.56,138.91,134.48,130.82,128.44,126.38,124.24,122.27,120.20,119.03,119.09,120.77,125.00,129.20,131.99,133.68,133.65,132.72,131.01,128.07,123.53,119.15,115.63,113.31,111.34,109.39,107.64,105.88,104.33,103.11,101.93,100.58,99.17,97.97,96.87,95.71,93.97,91.55,89.35,86.08,82.66,80.37,79.44,78.73,77.62,76.43,75.22,73.98,72.80,71.48,70.31,68.72,66.83,64.83,62.68,60.59,58.58,56.58,54.50,52.53,51.08,49.84,48.00,46.12,44.25,42.23,40.46,38.67,37.32,36.63,35.71,34.56,32.68,31.23,31.51,31.32,29.62,27.38,25.18,23.30,21.81,20.36,18.99,18.21,17.39,16.16,15.39,15.05,14.52,13.14,11.35,9.83,8.86,7.97,6.92
456.40,459.32,462.59,466.17,470.00,474.03,478.20,481.46,483.82,486.56,488.10,490.85,494.77,498.05,492.95,483.16,484.37,483.49,480.38,476.80,474.63,480.42,491.46,503.47,503.87,504.63,508.98,515.29,520.40,523.25,524.09,524.88,525.63,524.46,522.07,518.66,515.38,515.58,516.90,518.00,518.57,518.34,516.85,515.02,513.54,513.40,512.93,514.29,516.52,517.71,517.08,512.52,509.10,507.66,511.77,517.39,520.88,522.66,528.19,535.54,538.95,539.63,538.05,533.42,525.83,518.86,515.55,514.42,511.01,505.72,499.83,495.61,494.77,493.52,491.57,491.13,493.16,493.16,490.72,487.27,483.36,479.75,477.71,473.18,465.02,457.09,454.29,451.96,449.33,448.83,447.79,444.09,438.44,435.58,432.70,428.32,423.10,419.96,418.46,415.88,412.49,408.69,407.60,406.62,405.45,404.34,403.37,401.90,399.46,396.72,394.04,391.48,389.00,385.89,382.16,375.78,369.71,370.42,368.63,364.12,359.98,355.21,350.11,344.26,337.65,330.05,325.34,321.60,317.85,313.54,307.98,301.15,287.30,271.17,259.54,246.54,237.05,225.41,213.73,204.98,199.76,192.58,183.52,175.50,166.66,156.83,148.34,141.12,137.23,135.78,135.42,137.78,140.27,142.08,142.87,143.16,143.26,142.65,142.63,142.74,142.44,141.33,139.40,135.96,132.41,129.55,126.05,123.16,121.11,119.37,118.25,118.76,120.38,124.34,128.53,131.21,132.07,131.88,131.98,131.49,130.19,125.72,119.26,113.31,110.45,108.91,107.30,105.70,103.93,102.50,101.43,100.19,98.76,97.25,95.86,94.77,93.76,92.96,91.73,89.32,85.90,82.43,79.38,77.75,77.11,76.13,74.96,73.77,72.53,71.43,70.14,68.37,66.73,64.93,63.22,61.30,59.41,57.64,55.80,53.92,51.94,49.89,48.30,46.63,44.81,42.88,40.94,39.36,37.84,36.16,34.87,33.89,32.84,31.38,29.82,28.63,29.25,28.83,26.86,24.73,22.71,20.97,19.48,18.33,17.17,16.67,15.80,14.57,13.77,13.44,12.99,11.69,9.94,8.92,7.96,6.89
454.05,456.74,459.81,463.43,466.75,469.87,473.43,475.80,478.28,481.30,482.68,485.67,488.93,490.40,481.03,477.47,478.68,477.93,476.53,474.23,471.42,475.60,485.66,495.83,497.63,498.29,502.91,507.39,510.76,515.56,519.70,521.58,522.96,522.18,520.32,517.14,513.47,511.67,513.05,514.36,515.25,514.32,512.55,510.40,510.63,510.00,508.08,510.17,512.95,514.96,514.31,510.49,506.91,504.06,502.89,507.24,513.15,516.04,521.08,526.70,530.14,531.78,530.93,528.38,523.46,515.44,509.10,509.10,507.56,503.34,498.25,492.50,488.53,487.32,484.88,482.95,484.10,483.96,482.92,481.22,478.18,473.93,471.91,468.80,463.44,454.32,448.32,447.81,445.26,443.22,442.37,440.17,436.35,432.84,429.89,423.96,419.27,416.90,415.15,412.94,410.05,406.02,404.59,403.67,402.60,401.52,400.79,399.89,398.08,395.81,393.26,390.55,387.57,384.57,381.57,376.53,369.06,364.51,364.34,362.13,357.94,352.99,347.46,341.02,333.40,327.28,322.61,318.24,313.88,309.27,303.32,294.21,279.49,265.82,253.52,240.47,229.28,217.25,207.73,197.61,190.88,184.17,174.70,166.82,160.51,155.32,149.88,141.77,135.94,133.08,133.37,135.87,138.31,140.05,140.72,141.09,141.19,140.48,140.09,140.06,140.00,139.16,137.73,135.44,132.84,130.03,126.48,122.92,120.36,118.32,117.02,117.88,119.59,123.09,126.96,129.94,130.29,129.74,130.23,130.24,129.34,125.34,118.82,110.83,107.55,106.41,104.99,103.54,101.94,100.68,99.60,98.18,96.63,95.17,93.71,92.65,91.67,90.84,89.87,88.23,85.54,82.47,79.49,77.44,75.75,74.64,73.48,72.28,71.10,69.97,68.54,66.63,64.80,63.07,61.48,59.93,58.46,56.75,54.90,53.07,51.42,49.74,47.51,45.29,43.47,41.76,40.32,38.95,37.07,35.44,33.75,32.32,31.23,30.35,29.63,26.76,26.72,27.21,26.28,24.29,22.24,20.34,18.79,17.51,16.38,15.47,15.10,14.20,12.91,12.15,11.82,11.11,9.66,8.53,7.08,5.66
451.57,454.23,457.25,460.18,463.12,466.14,468.50,470.24,473.35,475.98,477.49,479.81,480.97,478.09,471.15,473.94,474.30,473.63,472.77,471.06,468.44,469.19,477.29,485.98,488.83,492.81,496.95,500.95,504.82,508.00,511.84,515.76,519.78,518.76,515.45,512.96,510.58,507.16,508.20,510.38,511.78,510.41,507.50,505.32,505.88,505.58,503.40,504.01,509.71,512.37,511.48,509.21,506.26,503.07,499.66,499.09,503.93,508.21,511.63,515.49,518.99,520.81,520.20,520.41,518.57,512.53,506.13,502.84,502.52,500.10,494.62,489.19,482.40,480.46,478.00,475.50,474.71,473.23,474.47,474.25,471.88,468.22,466.37,464.68,461.44,452.97,445.60,443.64,442.82,439.42,436.35,435.03,433.69,429.78,424.62,419.92,416.26,413.70,411.83,410.00,406.86,402.66,401.53,400.69,399.55,398.77,398.15,397.24,395.45,393.60,391.91,389.58,386.53,383.37,380.16,376.00,371.00,362.19,358.62,357.84,355.03,350.23,344.12,337.40,330.57,325.91,321.26,316.15,310.86,304.53,296.60,283.27,269.86,259.90,248.35,235.29,222.14,211.38,202.79,190.93,184.83,179.55,168.23,159.31,155.75,153.24,147.84,140.05,134.80,130.65,131.15,133.59,135.54,136.80,137.69,138.44,138.81,138.31,137.47,137.21,137.43,136.71,135.34,133.41,130.69,128.25,125.58,122.65,119.75,117.34,115.27,115.45,117.65,120.70,123.87,126.32,126.91,125.98,125.75,123.63,122.53,123.05,118.18,109.21,104.38,103.39,102.51,101.15,99.88,98.75,97.63,96.09,94.47,92.97,91.55,90.46,89.51,88.71,87.67,86.33,84.70,82.28,79.64,77.48,75.38,73.51,72.27,71.11,69.84,68.22,66.72,64.90,63.11,61.33,59.84,58.68,57.46,55.88,54.09,52.49,50.95,49.43,47.06,44.54,42.34,40.78,39.41,38.04,36.42,34.88,33.27,31.61,30.19,28.63,27.36,24.70,23.94,24.47,25.19,23.76,21.73,19.88,18.44,17.05,15.71,14.54,13.81,13.56,12.59,11.31,10.57,10.00,8.81,7.31,5.78,4.24
448.70,451.93,454.86,457.44,459.80,461.77,463.85,466.18,468.67,470.87,472.85,474.94,475.36,471.02,467.74,470.84,469.63,469.17,468.91,467.90,465.65,464.34,469.73,480.37,481.82,486.02,490.00,495.32,499.88,501.63,504.37,507.70,512.89,510.81,506.72,505.39,503.27,500.07,500.37,503.10,505.13,504.17,500.35,499.71,500.42,500.55,499.06,498.44,504.61,508.57,508.51,506.71,503.77,501.15,498.03,494.51,495.77,500.09,504.31,508.68,512.38,513.74,514.05,514.51,513.91,510.89,505.00,497.68,493.68,492.77,489.38,485.11,477.10,468.29,465.63,464.79,463.45,460.62,463.56,466.34,466.82,464.04,460.88,459.47,456.64,449.92,442.85,438.86,438.20,435.80,430.78,428.70,428.49,425.04,419.09,417.08,414.08,411.22,408.40,406.29,403.61,399.44,397.72,397.60,396.28,395.69,395.42,394.53,392.65,391.00,389.73,388.20,385.71,382.63,379.40,375.27,370.90,364.28,357.64,352.42,350.43,347.60,341.49,333.78,328.67,325.79,322.13,317.23,309.88,301.78,290.42,275.32,262.57,254.12,244.50,230.70,216.06,204.96,196.63,187.36,179.92,174.30,163.76,154.77,150.87,149.34,143.62,137.44,133.45,128.76,127.92,130.56,132.17,133.06,134.34,135.34,136.14,135.96,134.79,134.27,134.56,134.19,132.79,131.38,129.05,126.30,123.68,121.22,118.84,116.53,114.22,112.47,113.21,115.88,119.44,121.96,122.82,122.29,120.74,118.13,116.53,117.58,114.36,106.39,100.95,100.00,99.79,98.76,97.81,96.73,95.62,94.06,92.37,90.83,89.54,88.50,87.53,86.56,85.42,83.91,82.48,81.22,78.84,76.60,74.47,72.70,71.44,70.26,68.65,66.78,65.00,63.23,61.45,59.88,58.77,57.60,56.38,54.99,53.38,51.74,50.06,48.50,46.52,44.02,41.55,39.78,38.48,37.16,35.83,34.46,32.99,31.49,29.71,27.38,25.13,22.78,21.21,21.81,23.18,23.11,21.22,19.33,18.09,16.71,15.33,13.96,12.76,12.22,12.07,11.03,9.24,7.96,6.84,5.54,4.21,2.81
