48.82,50.03,52.11,54.41,56.50,58.27,59.92,61.07,62.17,63.28,64.37,65.42,66.44,67.48,68.51,69.54,70.62,71.79,72.97,74.14,74.80,75.20,75.96,76.75,77.56,78.20,78.47,77.66,77.55,78.67,79.56,79.99,80.84,82.47,84.52,86.67,88.85,90.98,92.84,94.65,96.52,98.40,100.08,101.60,101.94,102.30,103.63,105.61,107.58,109.20,110.62,111.96,113.22,114.49,115.74,116.83,117.79,118.89,121.07,123.44,125.80,128.16,130.23,132.09,133.88,135.60,137.31,138.88,140.81,144.23,148.00,150.58,152.01,153.43,154.87,156.61,158.52,160.50,162.66,164.89,167.20,169.55,171.84,173.95,176.10,178.06,179.81,181.85,184.23,186.63,188.91,190.56,191.86,193.37,194.99,196.58,198.40,200.75,203.87,207.18,210.55,212.99,215.27,217.58,219.85,222.16,224.36,226.38,228.26,230.09,232.06,234.35,236.60,238.74,240.61,242.26,243.64,245.03,246.88,248.83,250.70,252.58,254.21,255.02,255.63,257.25,259.12,261.11,263.21,265.51,268.10,270.18,271.45,272.82,273.22,273.79,274.65,276.14,277.34,278.31,279.48,281.20,283.40,285.20,286.67,287.23,286.17,284.37,284.22,286.31,286.39,283.58,287.62,287.98,286.64,285.48,283.95,287.22,289.82,291.25,292.65,293.53,294.29,294.95,294.52,294.75,297.56,300.43,303.01,306.45,309.47,309.78,310.41,313.44,315.62,318.13,323.25,329.25,335.81,343.59,351.65,356.12,356.65,355.49,354.95,356.77,358.55,360.47,363.13,366.88,369.71,371.55,372.75,376.54,382.06,388.19,394.44,400.24,401.62,398.53,393.12,391.38,391.23,390.66,388.73,387.24,388.48,390.89,394.02,396.61,399.24,402.62,406.76,410.52,412.69,413.07,415.89,421.38,425.62,425.60,424.43,422.16,416.53,415.38,421.77,427.47,430.11,431.87,430.07,422.15,413.14,404.72,391.83,391.30,408.63,421.19,432.86,435.63,437.38,440.51,438.08,429.66,418.53,404.23,392.71,382.73,370.66,363.55,360.00,357.95,357.35,360.30,364.11,369.60,378.04,387.38
49.52,50.92,53.28,55.71,57.91,59.58,60.75,61.70,62.76,63.85,64.96,65.94,66.86,67.85,68.89,69.95,71.04,72.19,73.35,74.50,75.64,76.62,77.52,78.40,79.25,80.13,80.43,79.90,79.64,80.17,81.06,81.36,81.75,82.46,84.53,86.98,89.46,92.07,94.05,95.92,97.72,99.35,100.92,102.52,103.72,104.13,104.80,106.70,108.71,110.25,111.44,112.96,114.36,115.67,116.93,118.06,119.07,120.09,121.82,124.12,126.43,128.72,130.89,132.96,134.94,136.82,138.61,140.54,143.03,145.92,149.50,151.34,152.73,154.14,155.68,157.47,159.07,161.05,163.30,165.51,167.75,170.01,172.47,174.79,177.02,179.25,181.52,183.84,186.18,188.64,190.74,192.39,193.78,195.32,196.93,198.50,199.89,201.92,204.46,207.67,210.87,213.71,216.61,218.92,221.11,223.34,225.59,227.73,229.85,232.05,234.06,236.24,238.41,240.87,242.92,244.56,245.98,247.16,248.68,250.65,253.01,255.16,256.98,258.06,258.47,259.27,261.84,264.00,266.15,268.01,270.53,273.10,274.81,276.23,277.08,277.75,278.00,278.66,279.82,281.15,282.75,284.52,286.23,288.39,289.96,290.71,290.40,288.66,286.93,288.84,289.84,287.30,290.91,291.82,290.59,289.01,287.31,291.18,293.20,294.46,296.03,297.26,298.26,299.00,298.82,299.34,301.76,304.74,308.35,312.20,315.79,318.48,320.23,320.33,320.74,321.88,323.81,329.19,335.86,343.54,352.57,361.09,365.53,364.93,362.61,362.52,363.24,364.94,367.25,370.33,373.13,375.31,377.45,379.79,383.87,389.42,394.59,399.20,401.14,399.96,397.13,396.13,396.32,395.72,393.66,392.12,392.10,394.38,397.58,400.11,402.56,406.20,410.04,413.81,416.70,418.08,418.58,422.55,428.83,430.94,431.16,429.44,424.26,419.82,426.79,433.38,436.78,438.60,435.14,425.86,417.48,410.44,401.14,396.56,413.09,425.45,436.40,443.97,447.42,447.99,443.78,433.56,422.57,408.56,395.88,383.61,370.65,367.57,366.48,363.60,363.35,367.00,371.23,377.38,384.09,393.12
51.00,52.84,54.94,57.13,59.33,60.75,61.66,62.51,63.42,64.44,65.50,66.44,67.36,68.27,69.22,70.33,71.47,72.59,73.73,74.89,76.03,77.12,78.15,79.14,80.19,81.37,81.57,81.44,81.43,81.99,82.79,83.31,83.52,83.27,84.58,86.89,89.13,91.81,94.26,96.48,98.66,100.66,101.98,103.34,104.82,105.91,106.34,107.63,109.84,111.03,112.08,113.63,115.22,116.72,118.09,119.30,120.34,121.70,123.12,125.19,127.31,129.19,131.22,133.43,135.60,137.69,139.68,141.70,144.49,147.43,150.22,151.94,153.44,154.88,156.55,158.39,160.08,161.87,163.94,166.14,168.34,170.60,172.98,175.33,177.81,180.25,182.72,185.19,187.68,190.12,192.07,193.88,195.55,197.08,198.82,200.66,202.47,204.26,206.29,208.26,210.84,213.90,217.20,220.08,222.54,224.92,227.21,229.44,231.49,233.66,235.81,237.88,240.15,242.75,245.18,246.95,248.41,249.54,250.79,252.56,254.97,257.46,259.61,261.17,261.83,261.87,264.13,266.90,269.22,271.20,273.24,275.58,277.87,279.61,280.83,281.41,281.18,281.51,283.25,285.12,286.97,288.25,289.14,291.04,292.52,293.49,293.50,292.17,290.27,290.88,292.61,290.14,292.00,295.27,294.11,292.55,290.62,292.81,296.39,297.78,299.32,301.19,302.65,303.26,302.69,303.10,305.33,308.39,312.88,317.51,320.16,324.15,327.04,328.04,327.74,328.38,329.20,331.73,338.04,344.51,351.61,360.93,369.73,372.79,371.52,369.57,368.43,369.40,371.44,373.56,376.11,378.80,381.88,384.56,386.99,390.73,394.99,399.18,401.34,402.05,401.16,400.70,401.33,400.66,398.58,397.00,396.27,397.64,400.93,403.32,405.50,409.03,412.90,416.64,420.03,422.10,423.10,425.11,431.74,436.21,437.92,436.61,431.16,425.43,431.37,438.85,444.30,446.35,440.89,430.02,421.80,415.12,407.22,401.68,418.26,429.59,438.59,449.69,455.40,455.72,449.35,436.96,425.70,412.05,398.82,384.95,374.11,372.10,371.46,368.59,370.52,373.24,377.49,383.31,389.69,399.82
53.42,54.96,56.82,58.71,60.35,61.50,62.40,63.28,64.16,65.03,65.97,66.89,67.78,68.67,69.56,70.81,71.93,73.03,74.14,75.26,76.37,77.45,78.53,79.59,80.87,82.22,82.91,82.96,82.99,83.58,84.41,85.11,84.91,84.30,84.62,86.21,88.06,89.89,91.75,95.08,98.67,100.88,102.55,104.12,105.63,107.03,108.07,108.70,110.37,111.67,112.75,114.20,115.81,117.42,119.02,120.58,121.73,122.98,124.46,126.13,127.97,129.81,131.72,133.86,136.07,138.23,140.44,142.64,145.19,148.03,150.41,152.18,153.91,155.57,157.35,159.15,161.14,163.02,164.86,166.81,168.90,171.06,173.32,175.70,178.20,180.77,183.36,185.90,188.47,190.88,192.94,194.96,196.90,198.69,200.66,202.97,205.12,206.95,208.75,210.80,212.87,215.00,217.78,221.02,223.75,226.31,228.71,231.08,233.16,235.22,237.31,239.19,241.81,244.66,247.26,249.40,250.97,252.22,253.44,254.76,256.81,259.45,261.94,264.09,265.40,265.65,266.42,269.36,272.27,274.75,276.82,278.84,281.00,282.98,284.42,284.91,284.24,284.29,286.50,288.68,290.52,291.19,291.65,293.16,294.97,296.07,296.47,295.65,293.56,293.51,294.92,292.40,294.91,298.73,297.61,296.17,294.35,295.33,299.36,301.27,303.47,305.83,307.43,307.58,306.56,306.50,308.51,312.09,317.10,321.79,324.18,328.13,332.48,335.01,335.97,337.67,338.62,338.27,339.95,345.27,351.09,358.30,367.66,374.48,378.55,379.24,376.48,375.23,375.85,377.28,379.35,382.43,386.04,389.32,391.32,393.65,396.94,401.06,403.92,404.92,404.94,405.09,406.14,405.24,402.82,401.46,400.62,400.89,404.09,407.02,409.00,411.14,414.73,419.01,422.73,425.34,427.19,428.86,432.12,438.93,443.33,443.56,439.78,432.35,435.59,443.94,450.50,452.71,447.17,435.48,427.53,421.12,414.04,407.91,422.82,432.75,442.29,454.48,462.14,461.82,453.13,439.55,427.62,414.41,400.35,387.06,378.40,376.12,373.83,372.16,374.38,377.73,382.69,389.18,398.77,407.22
53.49,55.09,56.75,58.37,59.96,61.10,62.15,63.16,64.12,65.06,65.97,66.87,67.74,68.63,69.54,70.65,71.80,72.96,74.18,75.40,76.59,77.74,78.83,79.95,81.22,82.44,83.60,84.36,84.53,85.16,85.97,86.74,87.23,86.51,85.75,86.55,88.11,89.06,89.81,93.33,98.02,100.87,102.51,104.14,105.82,107.45,109.02,110.42,111.22,112.26,113.39,114.79,116.40,118.03,119.67,121.26,122.80,124.12,125.62,127.21,128.85,130.66,132.44,134.41,136.57,138.64,140.82,143.18,145.51,147.71,149.69,151.54,153.49,155.50,157.44,159.40,161.73,164.06,166.08,168.00,169.78,171.72,173.74,176.02,178.44,181.03,183.81,186.54,189.15,191.49,193.64,195.70,197.80,199.91,202.46,205.06,207.47,209.53,211.46,213.50,215.91,218.15,219.83,221.78,224.43,227.28,230.07,232.57,234.75,236.79,238.84,240.88,243.62,246.53,249.32,251.76,253.68,255.07,256.23,257.36,258.69,261.50,264.30,266.42,268.50,269.69,269.74,271.65,275.14,278.02,280.07,281.63,284.01,286.32,287.98,288.39,287.38,287.00,289.14,291.39,293.11,293.68,293.98,295.25,297.21,298.60,299.44,299.34,296.98,296.58,297.55,295.67,299.98,302.25,301.05,300.06,298.40,298.41,302.26,305.13,307.69,310.01,311.32,311.29,310.23,309.88,311.85,315.68,320.68,325.26,328.23,332.06,337.32,340.73,342.83,345.72,348.64,348.45,346.29,348.19,354.15,359.78,365.71,372.94,379.87,385.90,385.88,383.14,381.72,382.11,383.78,386.46,389.78,392.82,395.11,397.22,400.37,404.68,408.31,409.33,409.12,409.41,410.77,409.32,406.99,406.26,405.50,405.48,407.70,410.95,413.46,415.67,417.50,420.79,425.05,428.32,430.79,432.96,434.70,440.56,447.48,450.31,447.71,441.81,440.36,447.13,453.94,457.81,453.63,442.38,433.56,426.57,419.81,414.35,426.61,437.06,447.14,459.30,468.70,465.99,454.88,441.54,429.38,417.79,404.68,391.86,382.76,378.47,376.57,376.07,378.13,382.03,388.30,396.88,406.06,414.19
54.11,55.56,57.01,58.47,59.88,61.00,61.97,62.91,63.88,64.78,65.64,66.50,67.38,68.28,69.19,70.18,71.40,72.69,73.98,75.28,76.49,77.69,78.95,80.16,81.36,82.56,83.75,84.93,85.87,86.68,87.47,88.24,89.09,89.38,88.67,89.16,90.01,90.21,90.52,93.52,97.55,100.64,102.36,104.06,105.80,107.52,109.25,111.36,112.76,113.67,114.60,115.56,116.70,118.13,119.87,121.61,123.24,124.88,126.43,127.95,129.47,131.22,133.12,134.98,136.90,138.81,140.81,142.99,145.10,147.11,149.16,151.27,153.51,155.87,157.95,160.00,162.35,164.73,167.11,169.28,171.14,172.96,174.97,176.96,178.80,181.45,184.24,187.08,189.81,192.10,194.36,196.54,198.74,201.01,203.53,206.43,209.21,210.91,213.43,216.05,218.46,220.73,222.39,223.60,225.32,228.04,231.30,233.95,236.33,238.44,240.68,243.14,245.74,248.49,251.26,253.90,256.23,257.87,259.06,260.22,262.02,264.74,267.26,269.01,271.28,273.48,273.75,274.54,277.74,280.53,282.17,283.83,286.47,289.25,291.48,291.52,289.93,289.56,291.57,293.80,295.64,296.54,296.69,297.22,299.52,301.12,302.17,302.67,299.67,299.59,300.74,299.31,301.66,305.24,304.58,303.64,301.81,301.89,305.30,308.56,310.87,312.79,314.13,314.55,313.97,314.83,316.51,319.09,324.14,329.38,333.29,336.64,341.35,344.60,347.50,351.44,356.03,357.61,354.30,351.66,356.39,362.86,368.56,373.29,379.59,388.55,392.61,391.69,389.74,388.41,388.91,390.79,393.30,396.07,398.59,401.13,404.57,408.77,412.21,413.62,413.59,414.06,415.24,413.60,412.67,412.59,411.64,411.35,413.46,415.75,417.94,420.46,422.15,424.13,427.45,431.20,433.97,436.41,438.31,441.76,449.20,456.01,456.57,451.26,446.71,449.78,457.46,462.26,459.44,449.14,439.75,431.38,423.97,419.27,431.02,442.58,452.45,464.82,473.39,468.35,456.01,443.46,430.89,420.00,409.27,397.44,387.37,381.59,380.84,380.29,382.36,386.72,393.75,402.52,411.13,419.54
53.73,55.19,56.64,58.06,59.52,60.73,61.60,62.51,63.41,64.27,65.16,66.06,66.98,67.91,68.83,69.86,71.17,72.44,73.73,75.03,76.39,77.73,79.06,80.36,81.53,82.71,83.89,85.07,86.24,87.36,88.30,89.19,90.29,91.39,91.36,91.59,91.46,91.22,92.18,95.01,97.97,100.53,102.30,104.07,105.83,107.58,109.33,111.19,113.15,114.90,116.09,117.05,118.00,118.86,120.13,121.78,123.49,125.21,126.88,128.47,130.06,131.83,133.59,135.49,137.54,139.36,141.34,143.54,145.67,147.55,149.46,151.79,154.19,156.61,158.85,160.80,162.98,165.35,167.78,170.17,172.45,174.37,176.49,178.67,180.58,182.80,185.37,187.94,190.45,192.84,195.37,197.93,199.88,202.13,204.50,207.18,209.88,211.72,214.17,217.38,220.46,222.67,224.49,226.04,227.49,229.12,231.05,234.51,237.44,239.89,242.64,245.30,247.91,250.59,253.21,255.87,258.53,260.66,262.50,264.17,266.46,269.06,270.88,272.36,274.63,277.08,277.95,278.20,279.95,282.06,283.75,285.86,287.84,290.75,293.49,293.91,292.44,292.07,294.02,296.23,298.25,299.41,299.56,299.34,301.25,303.33,304.63,305.21,301.90,302.11,304.64,303.69,304.98,308.47,307.86,307.02,305.32,306.14,309.11,311.57,313.62,315.51,317.14,317.93,317.67,319.50,321.93,324.21,328.75,334.26,338.79,341.07,344.34,347.78,351.73,356.75,360.89,363.13,360.54,356.11,358.74,365.43,373.44,379.74,383.28,389.24,395.34,399.11,399.19,396.84,394.98,395.05,396.92,399.76,402.79,405.67,408.82,412.53,415.63,417.72,418.18,418.88,419.91,419.28,420.54,422.21,421.44,420.60,422.05,422.89,423.67,425.17,426.71,428.97,431.26,433.94,436.93,439.52,442.49,444.92,448.87,458.24,463.08,460.96,456.77,455.24,461.54,466.40,463.66,455.83,446.44,436.12,426.02,427.24,437.74,449.58,459.61,471.12,478.47,470.84,458.17,446.86,433.82,422.49,412.77,401.98,391.45,385.63,385.89,385.27,386.80,391.19,398.79,407.31,416.84,425.23
53.71,55.04,56.44,57.87,59.32,60.45,61.27,62.11,62.94,63.81,64.66,65.53,66.44,67.35,68.28,69.31,70.59,71.92,73.23,74.56,75.95,77.33,78.68,80.11,81.45,82.69,83.90,85.13,86.31,87.47,88.65,89.70,91.31,92.79,93.56,93.73,93.45,92.91,93.10,95.56,98.25,100.82,102.72,104.46,106.20,107.96,109.69,111.48,113.37,115.23,116.97,118.36,119.47,120.53,121.48,122.64,123.94,125.50,127.19,128.90,130.55,132.24,134.00,135.99,138.15,140.20,142.20,144.31,146.40,148.40,150.26,152.73,155.13,157.48,159.78,161.65,163.62,165.96,168.16,170.26,173.04,175.69,178.00,180.25,182.43,184.60,186.95,189.30,191.48,193.77,196.48,199.40,201.72,203.88,206.03,208.16,210.45,212.47,214.76,217.47,220.34,223.67,226.28,228.14,229.81,231.84,233.02,235.39,238.17,240.85,243.66,246.75,249.84,252.84,255.51,258.11,260.63,263.36,265.71,268.07,270.24,272.14,273.71,275.40,277.77,280.35,281.43,281.64,282.22,283.58,285.76,288.19,289.71,292.16,295.01,296.36,295.13,294.57,296.45,298.62,300.88,302.56,304.01,303.41,303.22,305.04,306.97,307.99,305.34,305.12,308.44,308.57,308.81,311.60,310.95,310.36,308.80,309.79,312.38,314.68,316.65,318.45,320.49,321.61,321.60,323.10,326.39,329.58,333.94,339.07,342.56,344.73,347.40,351.43,356.23,361.04,364.29,367.20,366.02,361.13,361.46,367.55,375.00,382.19,389.28,392.95,397.70,405.90,408.66,405.83,402.06,399.92,401.08,403.81,407.29,410.46,413.27,416.61,419.62,421.82,422.89,423.48,424.37,424.12,426.78,430.14,431.16,431.02,432.69,435.13,434.42,432.42,431.79,433.55,435.69,437.48,440.10,442.42,445.33,448.95,451.52,458.75,467.08,469.04,467.02,463.57,467.01,471.73,468.67,460.96,451.63,439.62,430.74,437.06,446.17,455.85,465.69,475.93,482.46,474.11,461.56,450.72,437.82,426.16,416.43,405.43,394.87,390.37,391.28,390.43,391.65,396.61,403.61,411.95,421.58,430.05
54.42,55.56,56.69,57.93,59.35,60.51,61.33,62.15,62.97,63.83,64.76,65.50,66.20,66.94,67.75,68.92,70.26,71.62,72.94,74.30,75.71,77.16,78.56,79.98,81.19,82.38,83.59,84.83,86.06,87.30,88.64,90.44,92.15,93.49,94.80,95.72,95.63,95.23,94.64,95.44,98.05,100.75,102.38,103.65,105.80,108.01,109.96,111.79,113.58,115.34,117.27,118.96,120.53,121.85,123.00,124.08,125.17,126.30,127.65,129.26,130.97,132.66,134.42,136.47,138.58,140.69,142.81,144.95,147.06,149.14,151.35,153.77,156.15,158.58,160.72,162.47,164.39,166.38,168.36,170.59,173.50,176.38,179.14,181.65,183.96,186.23,188.48,190.70,192.76,194.86,197.25,199.98,202.99,205.64,207.77,209.94,212.73,214.91,216.47,217.82,219.75,223.33,227.42,229.86,231.87,233.79,235.48,236.77,239.47,242.43,245.36,247.79,251.03,254.85,257.91,260.51,263.01,265.62,268.32,270.90,272.98,274.83,276.39,277.88,280.05,282.31,284.04,284.77,285.37,285.97,287.58,290.27,292.52,294.75,297.26,298.80,297.95,297.00,298.61,300.89,303.46,306.24,308.87,308.57,306.87,306.78,308.97,310.58,308.97,308.65,311.60,312.69,312.69,314.29,314.25,313.21,312.02,313.21,315.45,317.80,319.90,321.88,324.18,325.91,326.06,326.73,330.15,333.89,338.23,342.28,345.41,348.01,350.97,355.40,359.88,363.62,367.08,370.79,372.70,369.83,365.85,367.40,373.71,380.82,389.43,395.07,400.12,408.47,412.85,412.66,410.78,407.69,406.55,407.87,411.24,414.75,417.95,420.92,423.51,425.93,427.56,428.13,428.86,428.93,431.72,437.60,441.23,442.70,443.73,446.37,448.19,444.99,440.15,438.91,440.12,441.36,443.67,445.98,447.97,451.15,454.78,457.82,468.90,476.15,476.97,474.53,475.22,478.26,476.17,468.78,457.37,444.93,436.51,443.95,452.46,460.90,471.18,481.73,486.82,476.77,464.52,452.71,439.56,428.89,419.59,408.82,399.72,397.84,397.08,395.84,397.67,402.27,408.59,416.76,425.23,433.85
55.00,56.45,57.61,58.67,59.69,60.75,61.72,62.61,63.48,64.38,65.44,66.43,67.20,67.81,68.30,68.99,70.22,71.66,73.14,74.67,76.03,77.37,78.95,80.81,82.16,83.17,84.15,85.22,86.30,87.33,88.47,90.28,92.07,93.82,95.37,96.80,97.95,98.38,98.26,96.38,97.12,99.40,100.21,101.66,104.70,107.09,109.64,111.57,113.03,114.44,116.95,119.44,121.14,122.39,123.73,125.12,126.44,127.61,128.77,130.00,131.55,133.21,134.94,136.84,138.66,140.79,143.00,145.23,147.43,149.55,151.88,154.35,156.78,159.15,161.19,163.22,165.55,167.44,169.09,171.40,174.07,176.86,179.74,182.70,185.45,187.85,189.98,192.06,194.19,196.28,198.32,200.58,203.66,206.69,209.34,212.30,215.28,217.90,219.70,221.01,222.56,225.38,228.72,231.49,233.70,235.72,237.59,239.00,241.49,245.39,248.44,250.20,252.94,256.86,260.17,262.56,265.01,267.64,270.41,273.13,275.50,277.46,279.11,280.48,282.11,284.27,286.25,287.70,288.65,289.22,289.59,291.75,294.86,297.47,299.82,301.54,300.81,299.59,300.92,303.45,306.15,308.88,311.60,312.01,310.59,309.22,310.73,312.97,310.87,311.14,315.38,316.63,317.17,317.75,317.36,316.01,315.31,316.68,318.81,321.02,323.40,325.72,328.13,330.18,330.84,330.77,333.23,337.03,341.09,344.87,348.32,351.76,355.59,359.70,363.31,366.69,370.20,374.46,377.92,378.47,375.90,372.22,373.20,380.30,388.78,395.63,403.40,410.89,415.04,417.58,418.36,416.72,413.64,413.00,415.24,418.55,421.69,424.62,427.21,429.84,432.03,432.78,433.39,434.14,436.34,442.75,449.21,452.46,453.91,456.42,459.98,458.53,453.45,448.60,446.09,445.14,447.36,449.83,451.63,454.10,457.65,460.55,469.49,480.80,484.87,485.65,484.86,485.30,483.92,476.74,465.98,452.24,442.11,450.08,458.11,466.36,476.99,486.43,490.36,479.07,466.46,453.78,440.74,430.27,421.75,412.98,405.14,402.66,401.81,401.76,405.64,409.36,414.62,422.33,429.66,438.55
