397.89,399.84,395.83,388.14,379.84,372.06,359.83,344.37,331.06,328.80,331.32,332.53,333.35,333.57,333.14,332.03,330.43,328.83,327.34,325.70,323.87,321.61,318.97,316.25,313.40,310.16,305.68,301.65,298.79,295.99,293.16,290.28,287.14,283.66,279.84,276.06,272.67,269.58,266.38,263.16,260.19,257.96,255.94,254.24,252.60,250.71,248.46,246.11,243.72,241.43,239.50,238.13,236.94,235.09,232.59,229.63,226.89,224.48,222.18,219.87,217.57,215.30,212.81,209.84,207.83,207.22,206.66,204.87,203.36,205.11,206.09,205.86,203.69,200.23,198.09,197.69,197.64,197.51,196.36,193.78,191.37,190.03,188.25,183.65,180.24,180.90,183.12,186.21,186.86,184.99,182.52,179.99,177.57,175.10,172.85,171.07,169.48,167.41,165.02,162.30,159.89,158.13,156.30,154.62,153.31,151.81,150.54,148.21,144.55,140.15,134.11,129.48,130.88,131.10,129.08,127.16,125.47,123.61,121.14,118.59,116.11,113.59,112.75,115.81,117.56,117.58,116.84,115.94,114.32,112.11,108.91,106.57,108.07,108.89,108.93,108.39,107.36,106.13,104.72,103.23,101.32,99.00,97.96,96.93,95.39,93.43,90.96,88.54,86.29,84.38,82.86,81.88,80.52,78.03,75.34,72.39,69.16,64.93,64.97,65.49,63.64,61.16,59.06,58.38,57.90,57.17,56.12,54.30,52.64,51.62,50.62,49.42,47.63,43.65,40.20,38.80,36.82,35.64,34.53,32.57,29.95,26.96,24.23,22.53,20.94,18.12,13.37,5.73,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
403.97,406.14,402.44,394.14,383.85,374.44,362.37,345.87,332.48,333.30,335.87,337.02,338.08,338.50,337.82,336.35,334.54,332.91,331.66,329.83,327.57,325.01,322.15,319.13,315.94,312.68,309.23,304.96,301.44,298.46,295.64,292.55,289.06,285.11,281.54,278.31,275.13,272.08,268.99,265.81,262.80,260.59,258.88,257.31,255.75,253.68,251.07,248.51,246.13,244.13,242.37,241.04,239.62,237.52,234.64,231.68,228.99,226.61,224.24,221.73,219.19,216.75,214.06,212.10,211.73,211.15,210.62,208.56,207.27,209.62,210.19,209.63,207.53,203.78,201.39,201.33,201.17,200.92,199.06,196.14,194.28,192.85,190.12,184.37,184.61,187.20,190.34,191.81,190.56,188.00,185.32,183.15,181.21,178.92,176.60,174.66,172.80,170.95,168.62,165.58,162.92,161.40,159.83,158.19,156.41,154.53,152.66,149.76,145.06,139.80,133.71,131.54,133.24,133.01,131.11,129.50,127.92,125.50,122.87,120.10,117.71,116.17,118.67,121.86,121.79,120.70,119.57,118.42,116.61,113.95,110.62,108.83,110.47,111.27,111.42,110.62,109.41,108.11,106.63,105.08,102.85,100.84,100.13,99.04,97.24,94.91,92.61,90.25,88.30,86.76,85.21,83.52,81.34,78.39,74.51,70.30,68.07,67.81,68.34,67.64,65.44,63.26,61.73,61.03,60.54,59.16,57.29,55.49,54.49,53.63,52.57,51.05,48.07,43.33,41.21,41.20,39.59,37.76,35.38,32.63,29.87,27.34,26.13,24.53,22.71,20.57,16.90,11.15,5.42,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
409.75,413.37,406.77,397.07,385.64,374.80,363.18,347.83,336.89,337.55,340.39,341.39,342.24,342.63,341.94,340.44,338.58,337.38,336.41,334.21,331.27,328.35,325.31,321.69,318.03,314.93,311.35,307.50,304.39,301.29,298.00,294.20,289.95,286.50,283.56,280.69,277.62,274.58,271.49,268.36,265.50,263.68,262.09,260.56,258.93,256.82,254.09,251.25,248.81,246.90,245.17,243.72,242.14,240.00,237.28,234.32,231.23,228.45,225.81,223.13,220.48,218.00,216.22,216.48,217.24,216.44,214.48,211.00,210.74,212.65,212.75,212.22,210.37,206.64,204.59,204.87,204.48,203.64,201.19,198.83,197.16,194.20,189.53,186.96,189.58,194.45,197.10,196.40,193.87,190.93,188.31,186.56,184.98,182.85,180.28,177.84,175.69,173.52,171.00,167.93,165.73,164.14,162.46,160.91,158.84,156.45,153.53,150.02,144.07,138.18,134.29,135.39,136.18,135.09,133.19,131.58,130.04,127.72,124.97,122.04,118.98,119.78,122.77,125.21,124.68,123.49,122.06,120.76,118.74,115.62,111.98,110.44,112.00,113.23,113.84,112.89,111.60,110.15,108.70,106.84,104.53,102.94,102.22,101.02,99.17,97.03,94.65,92.34,90.06,87.81,85.41,83.00,80.38,76.93,73.39,70.53,71.15,71.96,70.77,69.52,67.68,65.96,64.59,63.69,62.74,60.34,58.24,57.50,56.61,55.29,53.30,51.27,48.12,44.57,44.35,43.30,40.84,38.74,36.17,33.59,31.09,29.33,28.35,26.75,24.59,22.32,19.97,15.20,8.20,4.50,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
416.34,419.73,410.53,399.01,386.71,375.00,362.97,349.24,339.85,341.62,344.55,345.63,346.23,346.40,345.75,344.32,342.74,341.85,340.79,338.43,335.24,331.88,328.46,324.72,320.73,317.08,313.50,310.61,307.69,303.97,299.73,295.39,291.58,288.63,285.95,283.37,280.20,276.74,273.45,270.46,268.67,267.20,265.56,263.84,262.08,259.93,257.35,254.95,252.23,249.76,247.88,246.31,244.40,242.22,239.76,236.64,233.28,229.93,227.13,224.59,222.26,220.19,219.69,221.01,222.02,220.05,215.81,213.72,214.84,215.40,215.19,213.91,211.27,208.41,207.72,208.40,207.75,206.35,204.27,201.97,199.42,192.72,189.66,192.58,196.93,201.28,201.86,200.06,197.62,195.17,192.49,190.62,189.04,186.82,183.89,180.71,178.04,175.48,172.82,170.23,168.35,166.82,164.88,162.89,160.19,156.45,152.51,147.30,140.56,136.61,137.82,139.76,138.77,137.10,135.23,133.46,131.68,129.03,124.81,121.44,122.34,126.05,128.20,128.72,127.52,126.10,124.39,122.77,120.50,117.43,114.20,112.59,114.17,115.65,116.28,115.28,113.85,112.21,110.58,108.38,106.17,105.07,104.27,102.78,101.12,99.09,96.73,93.91,90.49,87.98,86.22,83.85,81.36,78.99,75.11,74.41,75.20,74.68,73.17,71.67,70.22,68.71,67.43,66.19,64.02,61.37,60.24,59.65,58.24,55.42,52.38,49.97,48.27,47.81,46.72,44.56,42.27,39.99,37.61,35.23,33.32,31.85,30.67,28.61,26.19,23.84,21.57,18.11,13.03,7.18,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
421.73,422.59,413.52,401.07,388.30,376.09,362.38,351.12,344.71,346.07,348.63,349.99,350.50,350.33,349.69,348.49,347.24,346.16,344.43,342.09,339.19,335.68,331.97,327.96,323.62,319.97,316.82,313.67,310.01,305.53,300.65,296.92,294.34,291.77,289.13,286.95,283.59,278.77,275.59,274.11,272.84,270.89,268.86,266.94,265.04,262.93,261.02,259.07,256.35,253.55,250.92,248.75,246.53,244.20,241.57,238.49,234.94,231.53,228.84,226.78,224.89,223.62,224.30,225.89,224.05,219.25,217.46,218.47,219.16,218.43,217.70,216.31,213.49,210.98,211.21,211.91,210.48,208.92,207.28,204.37,199.32,193.84,193.77,197.16,202.68,205.61,205.62,204.05,202.11,200.01,197.44,195.12,193.14,190.44,187.06,183.74,180.38,177.53,174.93,172.69,171.04,169.39,166.82,163.55,159.66,153.97,148.06,140.95,139.22,140.06,142.28,143.15,141.12,139.01,137.07,135.29,132.57,128.87,125.81,127.23,129.78,131.21,131.73,131.19,130.07,128.53,126.64,124.10,121.08,118.50,116.80,115.02,116.50,118.41,118.79,117.56,115.77,114.06,111.95,109.65,107.99,107.29,106.37,104.66,103.00,100.91,97.95,94.20,91.54,91.07,89.30,86.60,83.58,80.23,79.25,79.42,78.57,76.75,75.18,73.84,72.51,71.14,69.65,68.06,65.72,63.67,62.91,61.69,59.17,55.61,52.74,51.94,51.74,50.27,48.43,46.39,44.08,41.73,39.42,37.48,35.84,34.29,32.33,29.61,26.89,24.42,22.16,19.93,15.93,11.76,5.16,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
426.40,424.47,415.51,402.39,389.29,376.54,363.60,353.97,349.25,351.00,353.19,354.66,355.33,355.12,354.31,353.07,351.78,350.33,348.28,346.28,342.75,338.17,333.98,329.80,326.00,322.76,319.31,315.73,311.75,307.30,302.95,299.94,297.91,296.81,295.33,292.55,287.71,281.64,279.54,278.94,277.23,274.99,272.47,270.07,268.12,266.31,264.65,262.73,260.22,257.23,254.40,251.32,248.53,245.97,243.18,240.12,236.88,233.91,231.61,229.62,228.13,227.57,228.75,230.29,226.69,221.19,220.95,221.57,221.83,220.91,219.96,219.02,217.03,215.59,215.57,215.10,213.39,211.77,210.11,204.74,199.34,199.54,199.74,201.47,207.92,209.93,209.54,208.35,206.58,204.38,201.82,199.37,196.95,193.64,190.24,186.88,183.22,179.80,177.28,175.35,173.69,171.17,166.63,161.30,154.98,148.84,145.52,145.69,147.32,147.79,147.56,145.76,143.24,140.79,139.03,137.09,133.27,129.53,129.98,132.16,133.17,133.71,133.97,133.04,131.91,130.57,128.46,125.40,122.52,120.95,120.11,118.21,118.67,120.01,120.03,119.33,117.54,115.50,113.46,111.51,110.21,109.54,108.59,106.78,104.76,101.92,98.53,95.98,94.70,93.69,91.03,87.66,84.53,82.26,82.76,82.40,80.78,78.76,77.33,76.11,74.83,73.35,71.61,69.77,67.78,66.38,64.90,61.80,58.97,56.66,56.50,55.73,53.82,52.00,50.48,48.27,45.89,43.52,41.30,39.59,37.73,35.05,31.89,29.12,26.96,25.26,23.29,21.36,18.23,14.68,10.37,4.04,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
430.92,426.85,416.41,402.41,389.11,376.04,364.88,357.06,355.12,356.18,357.74,359.35,360.26,360.05,359.04,357.73,356.19,354.36,352.56,349.66,344.35,340.21,336.93,332.66,328.52,325.07,321.42,317.46,313.51,310.12,308.05,306.87,305.46,305.06,303.49,298.76,292.41,287.77,286.05,284.17,281.64,279.02,276.39,273.88,271.67,269.80,268.19,266.18,263.33,260.51,257.53,253.92,250.64,247.89,245.03,242.22,239.30,236.74,235.21,233.88,232.77,232.48,233.51,233.64,229.19,223.88,223.41,223.82,223.95,223.23,222.65,221.79,220.96,220.28,219.66,218.49,216.61,214.57,211.35,205.48,203.24,203.55,203.86,207.65,212.48,213.52,213.02,212.21,210.75,208.59,206.04,203.35,200.40,196.83,193.32,189.78,186.07,182.70,179.92,178.01,175.62,171.23,165.32,158.13,151.76,151.93,153.45,153.95,153.73,152.24,150.66,148.19,145.68,143.28,141.32,138.88,135.00,132.44,134.77,136.10,136.70,136.80,136.02,134.80,133.61,132.12,129.72,126.76,125.19,124.07,123.03,121.17,119.64,120.40,120.42,120.27,119.28,117.44,115.70,114.16,112.81,111.86,110.73,108.80,106.50,103.41,100.72,99.01,97.48,94.83,91.68,89.81,87.54,85.45,85.67,84.56,82.55,80.91,79.59,78.44,77.11,75.45,73.53,71.62,69.90,68.60,65.62,61.48,59.42,60.15,59.83,57.42,55.42,53.92,51.97,49.94,47.65,45.31,43.14,41.00,38.37,35.43,32.28,30.06,29.28,27.32,25.01,22.88,20.58,17.39,13.45,7.30,0.60,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
434.73,427.88,416.94,402.94,389.02,375.81,365.69,361.50,362.08,362.73,363.13,364.25,365.22,365.20,364.26,362.51,360.22,358.42,356.07,350.99,347.48,345.01,341.77,336.62,332.30,327.56,323.47,319.35,317.34,318.22,319.12,319.51,318.45,315.13,311.12,305.09,298.43,294.69,291.74,288.71,285.66,283.11,280.32,277.53,274.81,272.61,271.34,269.05,265.90,262.81,259.53,256.17,253.14,250.21,247.44,244.75,241.87,239.93,239.56,239.37,238.70,238.48,238.75,236.28,230.07,226.14,226.22,226.44,226.33,226.03,225.51,224.83,224.25,224.03,223.26,221.67,219.36,214.57,209.75,207.61,208.44,207.92,207.06,210.91,216.08,216.94,216.43,215.80,214.42,212.49,209.83,206.71,203.26,199.47,195.83,192.39,189.04,185.81,183.00,180.54,176.32,169.96,163.15,157.76,157.45,159.59,160.76,159.88,157.59,155.18,152.96,150.07,147.36,144.82,142.53,140.40,136.89,136.44,139.49,140.06,139.90,139.22,138.00,136.69,135.33,133.18,130.62,129.37,128.65,127.25,125.55,123.25,121.57,122.36,122.27,122.01,121.37,119.88,118.37,116.97,115.48,114.08,112.40,110.44,108.37,105.84,103.66,101.59,98.94,95.93,93.94,92.29,89.53,88.92,88.20,86.38,84.95,83.69,82.37,80.95,79.27,77.36,75.43,73.53,71.92,70.18,66.36,62.73,62.20,62.57,60.84,58.74,57.38,55.38,53.28,51.31,49.11,46.72,44.23,41.80,39.13,36.27,34.36,32.97,31.30,29.42,27.71,25.70,23.26,20.30,16.06,9.56,2.57,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
438.01,428.55,416.85,403.51,388.96,376.48,368.09,368.53,371.39,373.15,370.02,369.57,370.11,370.30,369.46,367.34,364.28,361.87,358.75,354.50,354.15,353.28,350.56,345.59,337.89,329.65,325.13,322.81,324.79,330.35,334.18,333.08,328.84,323.10,317.44,311.95,305.33,299.44,294.93,291.87,289.71,287.38,284.81,280.75,277.24,275.62,273.96,270.44,267.07,264.22,261.89,259.24,256.26,253.43,250.50,247.32,244.32,244.07,245.82,246.53,245.21,243.75,242.94,240.26,232.98,228.58,229.15,228.78,228.50,228.63,228.41,227.95,227.64,227.60,226.71,224.47,220.79,214.35,210.98,212.04,212.22,211.06,210.28,216.00,220.69,220.37,219.89,219.47,218.24,216.03,213.02,209.54,205.82,201.95,198.54,195.29,191.76,188.16,183.47,179.58,173.47,167.39,163.94,163.46,164.86,165.54,165.13,163.23,160.31,157.49,154.09,150.61,147.95,146.00,143.51,141.19,138.57,140.14,142.50,142.69,142.09,141.34,140.01,138.69,137.13,134.91,132.87,132.40,131.24,129.70,128.17,126.13,124.40,125.69,125.73,125.24,124.14,122.68,121.12,119.46,117.71,115.97,114.09,112.20,110.51,108.61,106.31,103.32,100.26,98.15,96.23,93.33,92.13,92.09,90.22,88.81,87.87,86.64,85.25,83.45,81.28,79.17,77.25,75.23,73.07,70.57,66.77,65.00,65.00,64.00,62.07,60.86,59.13,56.82,54.59,52.41,50.05,47.34,44.69,42.33,40.24,38.47,36.99,35.23,33.10,31.97,30.53,28.51,25.48,22.34,18.48,11.99,3.90,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
440.00,428.97,417.11,404.02,389.03,377.89,373.40,378.44,384.82,386.49,379.26,375.35,374.80,374.90,373.70,371.33,368.19,365.56,361.55,360.21,362.25,363.16,360.08,352.93,342.43,332.00,327.23,328.18,333.39,340.79,344.71,342.72,337.13,329.88,323.13,316.45,308.96,301.15,297.52,295.71,293.76,291.69,289.16,283.41,279.85,278.84,276.04,272.54,269.53,267.75,265.25,262.47,259.80,257.40,254.09,249.85,246.76,248.23,250.72,251.42,249.84,247.19,244.32,242.20,238.61,232.09,232.10,231.60,231.23,231.48,231.67,231.36,231.13,231.02,229.58,224.61,219.21,217.21,216.57,215.84,214.91,214.57,216.53,222.24,224.65,224.07,223.56,223.03,221.67,219.20,215.72,212.10,208.18,204.47,201.42,198.10,193.95,188.26,180.33,176.29,173.75,171.76,171.36,171.59,171.26,170.50,168.94,166.18,162.38,158.51,154.97,151.63,149.53,147.66,144.98,142.19,140.84,143.09,145.19,145.07,144.56,143.66,142.24,140.60,138.94,136.87,135.75,134.65,133.12,131.83,131.00,128.68,128.18,129.11,128.97,128.16,127.02,125.54,123.49,121.40,119.45,117.70,115.81,114.02,112.35,110.71,108.38,105.37,102.99,100.44,97.33,95.86,95.40,94.59,92.76,91.72,90.76,89.51,87.89,85.58,83.17,80.38,77.74,75.05,72.38,69.98,68.14,67.86,66.93,65.13,63.96,62.57,60.22,57.80,55.35,52.75,50.18,47.73,45.67,43.80,42.15,40.49,38.73,37.09,35.32,33.75,31.89,29.83,26.35,22.83,18.81,12.73,4.28,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
